package1,package2,strength,count
modelcluster,modelcluster,1.0,484
copy_reg,sys,0.6750348675034867,484
django,dogstats_wrapper,0.7744,484
pyre,pyre,1.0,483
jnpr,jnpr,1.0,483
django,zds,0.8687050359712231,483
GTG,GTG,1.0,483
html5lib,re,0.4244288224956063,483
workflows,workflows,1.0,483
inc_sdp,inc_sip,1.0,482
mod_python,mod_python,1.0,482
track,xmodule,0.5644028103044496,482
magic,sys,0.3856,482
gluon,s3utils,0.964,482
grit,sys,0.589242053789731,482
inc_sdp,inc_sdp,1.0,482
greenlet,os,0.38759065269943593,481
flask_script,flask_script,1.0,481
eventlet,oslo_service,0.3416193181818182,481
pootle_store,pootle_store,1.0,481
duplicity,duplicity,1.0,481
eventtracking,opaque_keys,0.665283540802213,481
re,sysconfig,0.4848790322580645,481
pythoncom,sys,0.4368755676657584,481
SimpleXMLRPCServer,xmlrpclib,0.44036697247706424,480
ming,pylons,0.5811138014527845,480
p2pool,sys,0.3331020124913255,480
lockfile,os,0.7547169811320755,480
calvin,calvin,1.0,480
Products,ZenPacks,0.7920792079207921,480
os,testlib,0.4293381037567084,480
dbus,servicetest,0.6030150753768844,480
django,piston,0.8040201005025126,480
eventtracking,json,0.6639004149377593,480
eg,wx,0.5286343612334802,480
builtins,past,0.6007509386733417,480
logging,virtinst,0.6078680203045685,479
os,pyinotify,0.7181409295352323,479
polib,polib,1.0,479
tank,tank,1.0,479
pvserver,sys,0.8538324420677362,479
symbol,symbol,1.0,479
blumate,blumate,1.0,479
presentations,sys,0.8805147058823529,479
StringIO,mimetools,0.4471468662301216,478
cython,cython,1.0,478
powerline,powerline,1.0,478
table,table,1.0,478
__main__,neuralnilm,0.8255613126079447,478
os,win32process,0.7599364069952306,478
language,language,1.0,477
GUICommon,GemRB,1.0,477
youtube_dl,youtube_dl,1.0,477
twext,txweb2,0.5565927654609102,477
petsc4py,petsc4py,1.0,477
savu,savu,1.0,477
paravistest,sys,0.8517857142857143,477
GUICommon,GUICommon,1.0,477
store,store,1.0,476
xc_base,xc_base,1.0,476
os,whoosh,0.4,476
p2pool,random,0.3303261623872311,476
pyopencl,pyopencl,1.0,476
courseware,instructor_task,0.7402799377916018,476
scraper,urllib,0.49480249480249483,476
os,pattern,0.6157826649417852,476
os,stem,0.3562874251497006,476
os,psyco,0.4351005484460695,476
rmgpy,rmgpy,1.0,475
selinux,selinux,1.0,475
django,modelcluster,0.981404958677686,475
apt_pkg,sys,0.475,475
mayavi,tvtk,0.6058673469387755,475
axelrod,axelrod,1.0,475
sys,telnetlib,0.37342767295597484,475
distutils,sysconfig,0.4778225806451613,474
SoftLayer,click,0.6379542395693136,474
django,oauth2,0.33309908643710473,474
dashboard,django,0.37950360288230583,474
fuse,fuse,1.0,474
jenkins_jobs,jenkins_jobs,1.0,474
win32security,win32security,1.0,474
enum,ydk,0.61003861003861,474
generatedssuper,re,0.9061302681992337,473
numpy,vigra,0.8631386861313869,473
telepathy,telepathy,1.0,473
numexpr,numpy,0.9184466019417475,473
win32ui,win32ui,1.0,473
generatedssuper,lxml,0.9061302681992337,473
time,usb,0.43354720439963335,473
bulk_email,courseware,0.7044776119402985,472
os,qutebrowser,0.4075993091537133,472
pecan,wsmeext,0.9365079365079365,472
vcf,vcf,1.0,472
microsite_configuration,openedx,0.3943191311612364,472
projecteuler,projecteuler,1.0,472
books,books,1.0,472
os,ttk,0.36476043276661513,472
pyiem,pyiem,1.0,472
fiona,fiona,1.0,472
adhocracy,adhocracy,1.0,471
autotest_lib,os,0.39315525876460766,471
os,token,0.4984126984126984,471
GafferScene,IECore,0.684593023255814,471
corehq,couchforms,0.7810945273631841,471
StringIO,generatedssuper,0.9022988505747126,471
ws4py,ws4py,1.0,471
django,ratelimitbackend,0.9075144508670521,471
digits,digits,1.0,470
bleach,datetime,0.42418772563176893,470
enable,numpy,0.47474747474747475,470
certificates,shoppingcart,0.4630541871921182,470
parler,parler,1.0,470
re,ydk,0.6048906048906049,470
os,virtualenv,0.914396887159533,470
ceilometerclient,ceilometerclient,1.0,470
beeswax,desktop,0.9215686274509803,470
colander,deform,0.793918918918919,470
biokbase,biokbase,1.0,470
plumbum,plumbum,1.0,470
instructor,json,0.7316692667706708,469
astrometry,astrometry,1.0,469
errbot,errbot,1.0,469
django,readthedocs,0.8916349809885932,469
mailer,mailer,1.0,469
asynchat,asynchat,1.0,469
os,pypandoc,0.49007314524555906,469
SimpleXMLRPCServer,os,0.42935779816513764,468
khmer,khmer,1.0,468
os,third_party,0.5064935064935064,468
django,temba,0.9629629629629629,468
mimetools,socket,0.43779232927970063,468
pyodbc,pyodbc,1.0,467
salts_lib,urllib,0.7389240506329114,467
setuptools,tox,0.8309608540925267,467
st2actions,st2actions,1.0,467
cereconf,cereconf,1.0,467
StandardDataSets,StandardDataSets,1.0,467
brokertest,brokertest,1.0,467
collections,ydk,0.5997425997425997,466
encodings,os,0.516629711751663,466
neon,numpy,0.5943877551020408,466
const,os,0.3695479777954005,466
bpy_extras,mathutils,0.5717791411042945,466
hotshot,sys,0.6422651933701657,465
numpy,pymc,0.7299843014128728,465
pyNastran,pyNastran,1.0,465
bika,plone,0.48037190082644626,465
cfme,pytest,0.58125,465
django_comment_client,logging,0.7544715447154472,464
__future__,guessit,0.6382393397524071,464
market,market,1.0,464
peewee,playhouse,0.7238689547581904,464
os,setproctitle,0.7127496159754224,464
content,content,1.0,464
cache,os,0.3982832618025751,464
sphinx_bootstrap_theme,sys,0.9243027888446215,464
django_future,json,0.6581560283687943,464
cobra,cobra,1.0,464
invenio_records,invenio_records,1.0,464
cexceptions,os,0.6788856304985337,463
constance,django,0.9132149901380671,463
symposion,symposion,1.0,463
blivet,logging,0.5492289442467378,463
eventtracking,xmodule,0.640387275242047,463
serializers,serializers,1.0,462
courseware,eventtracking,0.6390041493775933,462
external_auth,student,0.9221556886227545,462
ipaserver,ipaserver,1.0,462
document,document,1.0,462
gear,gear,1.0,462
ImageDraw,ImageDraw,1.0,462
django_nose,sys,0.7048929663608563,461
itsdangerous,werkzeug,0.41308243727598565,461
modoboa,modoboa,1.0,461
browser,os,0.3936806148590948,461
adhocracy_core,adhocracy_core,1.0,461
GUICommon,GUIDefines,0.9643605870020965,460
bee,bee,1.0,460
gunicorn,os,0.5575757575757576,460
beeswax,django,0.9019607843137255,460
servo,servo,1.0,460
eve,superdesk,0.3795379537953795,460
json,xmltodict,0.3596559812353401,460
certificates,openedx,0.45320197044334976,460
third_party_auth,third_party_auth,1.0,460
gflags,os,0.4289719626168224,459
uno,uno,1.0,459
nodes,nodes,1.0,459
__future__,netlib,0.5251716247139588,459
csvkit,csvkit,1.0,459
instructor,xmodule,0.7160686427457098,459
cc,cc,1.0,459
aquilon,sqlalchemy,0.33949704142011833,459
index,index,1.0,459
django,parler,0.9765957446808511,459
logging,third_party,0.4967532467532468,459
mediadrop,mediadrop,1.0,459
gaebusiness,gaebusiness,1.0,459
rdkit,sys,0.3380073800738007,458
file_system,file_system,1.0,458
__future__,gaebusiness,0.9978213507625272,458
jormungandr,jormungandr,1.0,458
_emerge,portage,0.9215291750503019,458
bb,logging,0.4908700322234157,457
geom,xc_base,0.9600840336134454,457
cloudbaseinit,cloudbaseinit,1.0,457
mockito,mockito,1.0,457
allura,logging,0.44240077444336884,457
dNG,dNG,1.0,456
RecordTimer,ServiceReference,0.7215189873417721,456
z3,z3,1.0,456
greenlet,time,0.36744560838033846,456
pyauto,pyauto_functional,0.9421487603305785,456
dialog,dialog,1.0,456
kiwi,stoqlib,0.4662576687116564,456
django,djangocms_text_ckeditor,0.9381443298969072,455
autotest_lib,common,0.3797996661101836,455
mod_pywebsocket,mod_pywebsocket,1.0,455
Autodesk,Autodesk,1.0,455
flask,flask_admin,0.6444759206798867,455
items,items,1.0,454
hotshot,os,0.6270718232044199,454
popen2,sys,0.7322580645161291,454
__future__,changes,0.4699792960662526,454
preferences,preferences,1.0,454
avatar,avatar,1.0,454
pysandesh,pysandesh,1.0,454
dask,numpy,0.5815147625160462,453
lzma,lzma,1.0,453
orca,orca,1.0,453
saklient,saklient,1.0,453
openstack_horizon,openstack_horizon,1.0,453
quark,quark,1.0,453
plot,plot,1.0,453
idaapi,idaapi,1.0,452
credentials,credentials,1.0,452
re,rfc822,0.4950711938663746,452
skeinforge_application,sys,0.8675623800383877,452
django_statsd,django_statsd,1.0,452
feconf,utils,0.5452352231604343,452
gaecookie,routes,0.5750636132315522,452
synnefo,synnefo,1.0,452
pydoc,re,0.35234375,451
aexpect,aexpect,1.0,451
couchforms,django,0.7479270315091211,451
bzrlib,os,0.3687653311529027,451
menpo,numpy,0.7775862068965518,451
pox,time,0.3681632653061224,451
token,tokenize,0.47724867724867726,451
plotting,plotting,1.0,451
__init__,skeinforge_application,0.8656429942418427,451
django,openid,0.400355871886121,450
mystic,mystic,1.0,450
meresco,meresco,1.0,450
jobs,jobs,1.0,450
lang,lang,1.0,450
os,versioneer,0.5890052356020943,450
SCRIBES,SCRIBES,1.0,450
joblib,os,0.5501222493887531,450
lazyflow,numpy,0.703125,450
abstraits,abstraits,1.0,450
rfc822,sys,0.49178532311062434,449
biicode,biicode,1.0,449
NavigationInstance,NavigationInstance,1.0,449
charmhelpers,charmhelpers,1.0,449
glumpy,glumpy,1.0,449
pyPdf,pyPdf,1.0,449
logilab,sys,0.5778635778635779,449
certificates,pytz,0.44236453201970444,449
FreeCADGui,PySide,0.7015625,449
editor,editor,1.0,448
edc_base,edc_base,1.0,448
invenio_base,invenio_base,1.0,448
Screen,time,0.3675143560295324,448
datetime,eventtracking,0.6196403872752421,448
django_comment_common,edxmako,0.445771144278607,448
gaegraph,gaegraph,1.0,448
woo,woo,1.0,448
generatedssuper,getopt,0.8582375478927203,448
lazr,lp,0.6746987951807228,448
visual,visual,1.0,448
NavigationInstance,enigma,0.9977728285077951,448
keys,keys,1.0,448
courseware,track,0.5245901639344263,448
plugintools,xbmc,0.9161554192229039,448
dogstats_wrapper,opaque_keys,0.7168,448
validate,validate,1.0,447
os,pyauto,0.7925531914893617,447
avocado,logging,0.415041782729805,447
builder,builder,1.0,447
scikits,scipy,0.3856773080241588,447
antlr3,antlr3,1.0,447
pybedtools,pybedtools,1.0,447
BTrees,BTrees,1.0,447
instructor_task,student,0.6936236391912908,446
miro,miro,1.0,446
proxy,proxy,1.0,446
rsa,rsa,1.0,446
student,track,0.522248243559719,446
config,gaepermission,0.7371900826446282,446
uwsgi,uwsgi,1.0,445
generatedssuper,xml,0.8524904214559387,445
glance_store,glance_store,1.0,445
autosklearn,autosklearn,1.0,445
annoying,annoying,1.0,445
beeswax,logging,0.8705882352941177,444
shapefile,shapefile,1.0,444
endpoints,models,0.37436762225969644,444
product_details,product_details,1.0,444
Cerebrum,cereconf,0.9507494646680942,444
livesettings,livesettings,1.0,444
django,translations,0.8740157480314961,444
brokertest,unittest,0.9486081370449678,443
course_modes,microsite_configuration,0.37009189640768586,443
bob,numpy,0.40493601462522855,443
gaepermission,tekton,0.7322314049586777,443
django,forum,0.8422053231939164,443
datetime,icalendar,0.6691842900302115,443
__future__,oauthlib,0.449746192893401,443
os,plugintools,0.9038854805725971,442
setproctitle,sys,0.6789554531490015,442
__pyjamas__,__pyjamas__,1.0,442
__future__,temba,0.9094650205761317,442
registry,registry,1.0,442
scitbx,scitbx,1.0,442
hrl_lib,hrl_lib,1.0,442
sys,usb,0.40513290559120074,442
bsddb,bsddb,1.0,442
dulwich,dulwich,1.0,442
PyQt5,Utilities,0.49607182940516276,442
os,pyquickhelper,0.9111570247933884,441
maya,pymel,0.40607734806629836,441
__future__,gaegraph,0.984375,441
AccessControl,bika,0.4555785123966942,441
sys,win32file,0.5176056338028169,441
Screen,os,0.36177194421657094,441
time,xbmcvfs,0.42718446601941745,440
python,python,1.0,440
pooler,tools,0.632183908045977,440
pyes,pyes,1.0,440
numpy,variable_functions,0.862475442043222,439
chaco,enable,0.5098722415795587,439
netrc,os,0.8040293040293041,439
bitstring,bitstring,1.0,439
pubsub,pubsub,1.0,439
block,block,1.0,439
lazy,lazy,1.0,439
Ice,os,0.4592050209205021,439
pysqlite2,sys,0.36921783010933557,439
salome,salome,1.0,438
ipaplatform,ipapython,0.8795180722891566,438
pyVmomi,pyVmomi,1.0,438
gst,os,0.3727659574468085,438
geoalchemy2,sqlalchemy,0.8066298342541437,438
pootle_app,pootle_app,1.0,438
media,media,1.0,437
socket,socketserver,0.3471008737092931,437
units,units,1.0,437
analytics,logging,0.617231638418079,437
domain,domain,1.0,437
logging,pyxb,0.39799635701275043,437
wayround_org,wayround_org,1.0,437
beritest_tools,nose,0.667175572519084,437
factories,factories,1.0,437
rest,rest,1.0,436
cv,sys,0.35246564268391267,436
video,video,1.0,436
Pyro4,Pyro4,1.0,436
eventtracking,student,0.603042876901798,436
alignak,alignak,1.0,436
solar,solar,1.0,436
hrl_lib,roslib,0.9864253393665159,436
ipalib,ipaserver,0.9437229437229437,436
brokertest,utils,0.9336188436830836,436
magic,re,0.348,435
django,symposion,0.9395248380129589,435
pygeoip,pygeoip,1.0,435
browser,cherrypy,0.37147736976942786,435
UM,UM,1.0,435
params,resource_management,0.6506746626686657,434
PyQt4,electrum,0.5733157199471598,434
go,go,1.0,434
Rhino,Rhino,1.0,434
devil,os,0.6244604316546762,434
base_test,base_test,1.0,434
instructor_task,xmodule,0.6749611197511665,434
acq4,acq4,1.0,434
Adafruit_BBIO,Adafruit_BBIO,1.0,434
compiler,re,0.33749025720966486,433
setup_util,setup_util,1.0,433
libxml2,os,0.4758241758241758,433
select,tty,0.35667215815486,433
socket,socks,0.7359454855195912,432
hpOneView,hpOneView,1.0,432
AppKit,objc,0.4794672586015538,432
rpyc,rpyc,1.0,432
Parser,Parser,1.0,432
keyring,os,0.5861601085481682,432
sys,third_party,0.46645021645021645,431
winerror,winerror,1.0,431
crypto,crypto,1.0,431
lims,lims,1.0,431
amcat,amcat,1.0,431
cflib,cflib,1.0,430
oauth2_provider,oauth2_provider,1.0,430
synapse,twisted,0.5710491367861886,430
plugintools,sys,0.8793456032719836,430
std_msgs,tf,0.34156050955414013,429
vcr,vcr,1.0,429
bitcoinrpc,bitcoinrpc,1.0,429
smartcard,smartcard,1.0,428
emcee,emcee,1.0,428
Ft,Ft,1.0,428
pyaudio,wave,0.47084708470847086,428
cx_Freeze,os,0.4587352625937835,428
numpy,pyscf,0.7721518987341772,427
stix,stix,1.0,427
devil,logging,0.6143884892086331,427
couchdbkit,datetime,0.367786391042205,427
pangocairo,pangocairo,1.0,427
Image,ImageDraw,0.9242424242424242,427
json,responses,0.3733567046450482,426
setting,setting,1.0,426
caffe,sys,0.4311740890688259,426
Constants,os,0.4152046783625731,426
gunicorn,sys,0.5163636363636364,426
enable,traitsui,0.4292929292929293,425
bcbio,toolz,0.39134438305709024,425
octoprint,os,0.6036931818181818,425
xadmin,xadmin,1.0,425
display,display,1.0,425
allmydata,twisted,0.7866419294990723,424
datetime,endpoints,0.357504215851602,424
google,mapreduce,0.6625,424
seahub,seahub,1.0,424
os,shinken,0.33731105807478123,424
imaplib,re,0.3670995670995671,424
tablib,tablib,1.0,423
subprocess,sysconfig,0.4264112903225806,423
pyspider,pyspider,1.0,423
__future__,environ,0.564,423
ipatests,ipatests,1.0,423
sched,sched,1.0,423
geom,os,0.7206132879045997,423
cerebrum_path,cerebrum_path,1.0,423
device,device,1.0,422
SNMPv2_SMI,SNMPv2_SMI,1.0,422
sys,xbmcvfs,0.4097087378640777,422
django,teams,0.8323471400394478,422
influxdb,influxdb,1.0,422
reports,reports,1.0,422
Acquisition,zope,0.5718157181571816,422
karl,zope,0.6191176470588236,421
SNMPv2_SMI,pycopia,0.9976303317535545,421
E5Gui,Preferences,0.5269086357947435,421
screed,screed,1.0,421
nose2,nose2,1.0,421
materials,os,0.6476923076923077,421
qiime,skbio,0.37735849056603776,420
pyx,pyx,1.0,420
compare,compare,1.0,420
django,workflows,0.8695652173913043,420
testcase,testcase,1.0,420
rospkg,rospkg,1.0,420
student,verify_student,0.8123791102514507,420
imaplib,time,0.36363636363636365,420
logging,openstackclient,0.45454545454545453,420
topo,topo,1.0,419
sys,wmi,0.7174657534246576,419
__future__,pelican,0.47344632768361583,419
paver,sys,0.47505668934240364,419
blivet,os,0.4970344009489917,419
pyroute2,pyroute2,1.0,419
deform,pyramid,0.7077702702702703,419
devilry,devilry,1.0,419
request,request,1.0,418
acme,os,0.5514511873350924,418
categories,categories,1.0,418
os,win32event,0.6566929133858268,417
enchant,enchant,1.0,417
logging,octoprint,0.5923295454545454,417
ion,ion,1.0,417
cv_bridge,cv_bridge,1.0,417
httmock,httmock,1.0,417
bluebottle,bluebottle,1.0,416
django,modoboa,0.9023861171366594,416
retrying,retrying,1.0,416
rootpy,rootpy,1.0,416
pontus,pyramid,0.8077669902912621,416
rlcompleter,sys,0.5826330532212886,416
acme,letsencrypt,0.5488126649076517,416
diamond,os,0.35404255319148936,416
re,token,0.4402116402116402,416
guessit,logging,0.5722145804676754,416
bpython,bpython,1.0,416
rpc,rpc,1.0,415
impacket,impacket,1.0,415
globals,os,0.3556126820908312,415
setup_util,subprocess,0.9584295612009238,415
netsvc,time,0.5732044198895028,415
logbook,os,0.3360323886639676,415
monty,os,0.5836849507735584,415
osv,pooler,0.5962643678160919,415
PySide2,PySide2,1.0,415
asynchat,socket,0.8848614072494669,415
certificates,edxmako,0.4088669950738916,415
LAStoolsUtils,LAStoolsUtils,1.0,414
invenio_db,invenio_db,1.0,414
Logs,Logs,1.0,414
LAStoolsUtils,os,1.0,414
django,django_webtest,0.8070175438596491,414
zc,zc,1.0,414
climate,climate,1.0,414
casadi,numpy,0.647887323943662,414
numpy,qutip,0.7468354430379747,413
gridfs,pymongo,0.7084048027444254,413
local,local,1.0,413
os,pylint,0.4068965517241379,413
hrl_lib,rospy,0.9343891402714932,413
conans,conans,1.0,413
loader,loader,1.0,413
numpy,pyopencl,0.8676470588235294,413
boto3,botocore,0.3874296435272045,413
awc,awc,1.0,413
datetime,zipline,0.34075907590759075,413
numpy,pyemma,0.7984496124031008,412
blessings,blessings,1.0,412
django_comment_common,openedx,0.4099502487562189,412
StringIO,rfc822,0.45125958378970427,412
monitor,monitor,1.0,412
gpodder,gpodder,1.0,412
lfs,lfs,1.0,412
Player,Player,1.0,412
Modules,Modules,1.0,412
bootstrap,bootstrap,1.0,411
PyQt4,sextante,0.7392086330935251,411
xbmcplugin,xbmcvfs,0.3990291262135922,411
PyPDF2,PyPDF2,1.0,411
django,django_tables2,0.7583025830258303,411
django,product_details,0.9256756756756757,411
cvxpy,numpy,0.6462264150943396,411
django,third_party_auth,0.8934782608695652,411
fabric,fabtools,0.7996108949416343,411
ipapython,ipaserver,0.8896103896103896,411
sys,yum,0.5255754475703325,411
daklib,daklib,1.0,411
bmesh,mathutils,0.7172774869109948,411
GlyphsApp,GlyphsApp,1.0,410
gdal,osgeo,0.5916305916305916,410
nose,socorro,0.390104662226451,410
Cerebrum,cerebrum_path,0.9692671394799054,410
time,win32gui,0.4320337197049526,410
juju,juju,1.0,410
Errors,Errors,1.0,410
cattle,cattle,1.0,410
cvxopt,numpy,0.6799336650082919,410
rrdtool,rrdtool,1.0,410
imp,zipimport,0.48459715639810425,409
intbitset,intbitset,1.0,409
backends,backends,1.0,409
E5Gui,os,0.5118898623279099,409
os,pythoncom,0.371480472297911,409
django,livesettings,0.9211711711711712,409
django_comment_common,pytz,0.40696517412935324,409
antlr4,antlr4,1.0,409
re,vsc,0.4108761329305136,408
javascript,javascript,1.0,408
googleapiclient,oauth2client,0.769811320754717,408
satchmo,satchmo,1.0,408
django,django_statsd,0.9026548672566371,408
allura,tg,0.39496611810261373,408
LAStoolsAlgorithm,LAStoolsUtils,1.0,407
load,load,1.0,407
invoke,os,0.5106649937264742,407
numpy,quantities,0.7887596899224806,407
pty,sys,0.5426666666666666,407
track,util,0.4765807962529274,407
django,openstack_horizon,0.8984547461368654,407
gppylib,gppylib,1.0,407
LAStoolsAlgorithm,os,1.0,407
os,process,0.4583333333333333,407
xc,xc,1.0,407
LAStoolsAlgorithm,LAStoolsAlgorithm,1.0,407
CTK,CTK,1.0,406
django_comment_client,student,0.6601626016260163,406
offlineimap,offlineimap,1.0,406
django_dynamic_fixture,django_dynamic_fixture,1.0,406
chimera,chimera,1.0,406
cartopy,matplotlib,0.6096096096096096,406
Utilities,os,0.4556677890011223,406
wirecloud,wirecloud,1.0,406
cjson,cjson,1.0,406
flags,flags,1.0,406
dicom,dicom,1.0,406
karl,repoze,0.5955882352941176,405
SimpleXMLRPCServer,time,0.37155963302752293,405
os,pep8,0.5982274741506647,405
svgwrite,svgwrite,1.0,405
weewx,weewx,1.0,405
constant,constant,1.0,405
letsencrypt,logging,0.4623287671232877,405
cerbero,cerbero,1.0,405
caching,django,0.797244094488189,405
_pytest,os,0.4308510638297872,405
annoying,django,0.9101123595505618,405
collections,microsite_configuration,0.3383458646616541,405
nuitka,nuitka,1.0,405
petsc4py,sys,0.8490566037735849,405
history,history,1.0,404
django_comment_client,django_comment_common,0.656910569105691,404
pyquickhelper,sys,0.8347107438016529,404
hachoir_core,hachoir_core,1.0,404
asyncio,trollius,0.6263565891472869,404
numarray,numarray,1.0,404
abc,grpc,0.43070362473347545,404
copyreg,copyreg,1.0,404
access,addons,0.5107458912768648,404
cStringIO,mimetools,0.37698783910196443,403
progress,progress,1.0,403
time,tty,0.3319604612850082,403
dtest,tools,0.7490706319702602,403
jsonrpclib,jsonrpclib,1.0,403
capa,courseware,0.47134502923976607,403
avro,avro,1.0,403
diamond,test,0.34297872340425534,403
paho,time,0.543859649122807,403
awc,wx,0.9757869249394673,403
results,results,1.0,402
__future__,powerline,0.8410041841004184,402
ndg,ndg,1.0,402
fauxfactory,nailgun,0.3483535528596187,402
shutil,sysconfig,0.40524193548387094,402
simplegui,simplegui,1.0,402
Components,NavigationInstance,0.8930957683741648,401
alignak_test,alignak_test,1.0,401
xc,xc_base,0.9852579852579852,401
aexpect,logging,0.8891352549889135,401
pyrsistent,pyrsistent,1.0,401
s3,s3layouts,0.5426251691474966,401
memcache,time,0.3561278863232682,401
hazelcast,hazelcast,1.0,401
pilas,pilas,1.0,401
sys,trace,0.6837606837606838,400
__future__,mpmath,0.42780748663101603,400
geom,xc,0.9828009828009828,400
cyder,django,0.7054673721340388,400
general,general,1.0,400
os,posix,0.5908419497784343,400
datetime,isodate,0.7054673721340388,400
django,floppyforms,0.8093306288032455,399
tiddlyweb,tiddlyweb,1.0,399
devhub,users,0.6963350785340314,399
courseware,django_future,0.5659574468085107,399
django_comment_client,xmodule,0.6487804878048781,399
servicetest,twisted,0.5012562814070352,399
gdal,os,0.5757575757575758,399
django,oauth2_provider,0.9279069767441861,399
win32api,win32gui,0.4204425711275026,399
pyximport,pyximport,1.0,399
os,testrunner,0.6705882352941176,399
watcher,watcher,1.0,399
processor,processor,1.0,398
cupy,cupy,1.0,398
gi,softwarecenter,0.6347687400318979,398
checks,time,0.38943248532289626,398
constants,ns,0.6277602523659306,398
rose,rose,1.0,398
os,webassets,0.6238244514106583,398
collections,dogstats_wrapper,0.6368,398
saga,saga,1.0,398
babelfish,babelfish,1.0,398
flask_bootstrap,flask_bootstrap,1.0,398
django,pootle_store,0.8274428274428275,398
wlauto,wlauto,1.0,398
zim,zim,1.0,398
coherence,coherence,1.0,397
__future__,compose,0.7664092664092664,397
Preferences,os,0.4703791469194313,397
ipalib,ipaplatform,0.7971887550200804,397
datetime,juriscraper,0.6833046471600689,397
ige,ige,1.0,397
pooler,time,0.5704022988505747,397
verify_student,xmodule,0.7678916827852998,397
datetime,slugify,0.4051020408163265,397
lib2to3,sys,0.4205508474576271,397
mrjob,mrjob,1.0,397
ns,servicetest,0.6261829652996845,397
logging,ming,0.48062953995157387,397
datetime,socorro,0.37773549000951473,397
itools,itools,1.0,396
permissions,permissions,1.0,396
fjord,fjord,1.0,396
os,unicodecsv,0.3507528786536758,396
bencode,bencode,1.0,396
pty,subprocess,0.528,396
conference,conference,1.0,396
collections,qutebrowser,0.34196891191709844,396
embargo,embargo,1.0,396
django,news,0.8114754098360656,396
pango,pangocairo,0.9250585480093677,395
capa,logging,0.4619883040935672,395
authentication,django,0.5650929899856938,395
biom,biom,1.0,395
ventana,ventana,1.0,395
django,submissions,0.7995951417004049,395
dogpile,dogpile,1.0,395
django,schedule,0.5044699872286079,395
rfc822,urllib,0.43263964950711936,395
os,unipath,0.5660919540229885,394
opaque_keys,track,0.4613583138173302,394
cv_bridge,sensor_msgs,0.9448441247002398,394
xapian,xapian,1.0,394
Levenshtein,Levenshtein,1.0,394
libmproxy,libmproxy,1.0,394
cms,djangocms_text_ckeditor,0.8123711340206186,394
netifaces,socket,0.4178154825026511,394
emcee,numpy,0.9205607476635514,394
numpy,vispy,0.7099099099099099,394
mimetools,time,0.3685687558465856,394
docx,docx,1.0,393
Testing,Testing,1.0,393
cellprofiler,os,0.43861607142857145,393
cElementTree,generatedssuper,0.7528735632183908,393
oslo_policy,oslo_policy,1.0,393
Database,Database,1.0,393
xattr,xattr,1.0,393
django,treeherder,0.6188976377952756,393
idlelib,sys,0.46730083234244946,393
os,urlgrabber,0.7690802348336595,393
elementtree,generatedssuper,0.7528735632183908,393
json,xbmcvfs,0.38155339805825245,393
conda,conda,1.0,392
flask_debugtoolbar,flask_debugtoolbar,1.0,392
time,websocket,0.4336283185840708,392
pywintypes,win32api,0.3673851921274602,392
cv_bridge,rospy,0.9376498800959233,391
colour,colour,1.0,391
django,lfs,0.9490291262135923,391
dbm,dbm,1.0,391
os,selinux,0.8231578947368421,391
ie_stats,ie_stats,1.0,391
pyraf,pyraf,1.0,391
formatter,formatter,1.0,391
b2,b2,1.0,390
horizon_lib,horizon_lib,1.0,390
storm,zope,0.33766233766233766,390
pygtk,ventana,0.9873417721518988,390
LAStoolsUtils,processing,0.9420289855072463,390
myapp,myapp,1.0,390
ipware,ipware,1.0,390
amo,translations,0.7677165354330708,390
paraview,paraview,1.0,389
os,pyxb,0.3542805100182149,389
ipaplatform,os,0.7811244979919679,389
files,versions,0.4603550295857988,389
flask,flask_bootstrap,0.9773869346733668,389
build,os,0.563768115942029,389
os,xc_base,0.8172268907563025,389
llvmlite,llvmlite,1.0,389
products,products,1.0,389
capstone,capstone,1.0,389
posts,posts,1.0,389
hrl_lib,numpy,0.8800904977375565,389
mixbox,mixbox,1.0,389
rez,rez,1.0,388
diamond,mock,0.3302127659574468,388
__future__,gslib,0.7054545454545454,388
gtk,ventana,0.9822784810126582,388
asynchat,asyncore,0.8272921108742004,388
django,pipeline,0.4282560706401766,388
comments,comments,1.0,388
django,edc_base,0.8660714285714286,388
dropbox,os,0.6071987480438185,388
analytics,json,0.5480225988700564,388
django,embargo,0.9797979797979798,388
pybitcoin,pybitcoin,1.0,387
qiita_db,qiita_db,1.0,387
netifaces,sys,0.41039236479321317,387
datetime,jwt,0.4463667820069204,387
msrestazure,msrestazure,1.0,387
GemRB,ie_stats,0.989769820971867,387
edxmako,eventtracking,0.5352697095435685,387
sys,virtualenv,0.7509727626459144,386
pyperclip,pyperclip,1.0,386
SimpleXMLRPCServer,threading,0.3541284403669725,386
libavg,libavg,1.0,386
agate,agate,1.0,386
appengine_config,os,0.7095588235294118,386
os,pipeline,0.4260485651214128,386
wsme,wsmeext,0.7658730158730159,386
neuralnilm,theano,0.6666666666666666,386
sys,win32event,0.6078740157480315,386
bulk_email,json,0.5761194029850746,386
logging,webapp2_extras,0.425414364640884,385
__future__,mdtraj,0.3842315369261477,385
conftest,conftest,1.0,385
datetime,versions,0.4556213017751479,385
pytest,qutebrowser,0.3324697754749568,385
storageadmin,storageadmin,1.0,385
rpm,sys,0.43209876543209874,385
bulk_email,logging,0.5746268656716418,385
